"value","parameter_id","timestamp"
0.0602364373260413,item_1,2004-02-12 11:52:39.000 +0100
0.0614554421602617,item_1,2004-02-12 12:02:39.000 +0100
0.0613607598027247,item_1,2004-02-12 12:12:39.000 +0100
0.0616648273841496,item_1,2004-02-12 12:22:39.000 +0100
0.0619438937448117,item_1,2004-02-12 12:32:39.000 +0100
0.0612305288344157,item_1,2004-02-12 12:42:39.000 +0100
0.0622797499877923,item_1,2004-02-12 12:52:39.000 +0100
0.0598902778455979,item_1,2004-02-12 13:02:39.000 +0100
0.0623712583622247,item_1,2004-02-12 13:12:39.000 +0100
0.0608370525904585,item_1,2004-02-12 13:22:39.000 +0100
0.0610901411201718,item_1,2004-02-12 13:32:39.000 +0100
0.0625986620440451,item_1,2004-02-12 13:42:39.000 +0100
0.0623406904634015,item_1,2004-02-12 13:52:39.000 +0100
0.0616297670784706,item_1,2004-02-12 14:02:39.000 +0100
0.0618849553200839,item_1,2004-02-12 14:12:39.000 +0100
0.0612463010889203,item_1,2004-02-12 14:22:39.000 +0100
0.0614762927877337,item_1,2004-02-12 14:32:39.000 +0100
0.0618432540651399,item_1,2004-02-12 14:42:39.000 +0100
0.0622130963425948,item_1,2004-02-12 14:52:39.000 +0100
0.0626257629767078,item_1,2004-02-12 15:02:39.000 +0100
0.0625140387714243,item_1,2004-02-12 15:12:39.000 +0100
0.0626069144001172,item_1,2004-02-12 15:22:39.000 +0100
0.0624485570584501,item_1,2004-02-12 15:32:39.000 +0100
0.0613288734801504,item_1,2004-02-12 15:42:39.000 +0100
0.0614520240246105,item_1,2004-02-12 15:52:39.000 +0100
0.0612786757165877,item_1,2004-02-12 16:02:39.000 +0100
0.0619063430831583,item_1,2004-02-12 16:12:39.000 +0100
0.0618897895405049,item_1,2004-02-12 16:22:39.000 +0100
0.0617283558767517,item_1,2004-02-12 16:32:39.000 +0100
0.0632109478001855,item_1,2004-02-12 16:42:39.000 +0100
0.0606914400117193,item_1,2004-02-12 16:52:39.000 +0100
0.0622706186825528,item_1,2004-02-12 17:02:39.000 +0100
0.0615267835343522,item_1,2004-02-12 17:12:39.000 +0100
0.0615086185848918,item_1,2004-02-12 17:22:39.000 +0100
0.0606305483666194,item_1,2004-02-12 17:32:39.000 +0100
0.0626841642658333,item_1,2004-02-12 17:42:39.000 +0100
0.0612191513257483,item_1,2004-02-12 17:52:39.000 +0100
0.0614131061086967,item_1,2004-02-12 18:02:39.000 +0100
0.0615803017725474,item_1,2004-02-12 18:12:39.000 +0100
0.0619165486596025,item_1,2004-02-12 18:22:39.000 +0100
0.061149470188974,item_1,2004-02-12 18:32:39.000 +0100
0.0614605693637384,item_1,2004-02-12 18:42:39.000 +0100
0.0613833683285316,item_1,2004-02-12 18:52:39.000 +0100
0.0601161677816299,item_1,2004-02-12 19:02:39.000 +0100
0.0622623174959714,item_1,2004-02-12 19:12:39.000 +0100
0.0607936910981981,item_1,2004-02-12 19:22:39.000 +0100
0.0617841203183749,item_1,2004-02-12 19:32:39.000 +0100
0.0606246398749939,item_1,2004-02-12 19:42:39.000 +0100
0.0615126715171639,item_1,2004-02-12 19:52:39.000 +0100
0.0616358708921334,item_1,2004-02-12 20:02:39.000 +0100
0.0623930855998828,item_1,2004-02-12 20:12:39.000 +0100
0.0605772254504614,item_1,2004-02-12 20:22:39.000 +0100
0.0603488939889643,item_1,2004-02-12 20:32:39.000 +0100
0.0614618389569803,item_1,2004-02-12 20:42:39.000 +0100
0.0609196738121978,item_1,2004-02-12 20:52:39.000 +0100
0.0609661604570535,item_1,2004-02-12 21:02:39.000 +0100
0.0601970311050344,item_1,2004-02-12 21:12:39.000 +0100
0.061612871722252,item_1,2004-02-12 21:22:39.000 +0100
0.0620874066116509,item_1,2004-02-12 21:32:39.000 +0100
0.0607788954538795,item_1,2004-02-12 21:42:39.000 +0100
0.0622642218858342,item_1,2004-02-12 21:52:39.000 +0100
0.0606543288246496,item_1,2004-02-12 22:02:39.000 +0100
0.0608365642853655,item_1,2004-02-12 22:12:39.000 +0100
0.06067879290981,item_1,2004-02-12 22:22:39.000 +0100
0.0608150788612725,item_1,2004-02-12 22:32:39.000 +0100
0.0605109624493383,item_1,2004-02-12 22:42:39.000 +0100
0.0605156990087406,item_1,2004-02-12 22:52:39.000 +0100
0.0607489623516773,item_1,2004-02-12 23:02:39.000 +0100
0.059402656379706,item_1,2004-02-12 23:12:39.000 +0100
0.0605270276868987,item_1,2004-02-12 23:22:39.000 +0100
0.0607707895893354,item_1,2004-02-12 23:32:39.000 +0100
0.0617418330973192,item_1,2004-02-12 23:42:39.000 +0100
0.0618935494897211,item_1,2004-02-12 23:52:39.000 +0100
0.0612433712583622,item_1,2004-02-13 00:02:39.000 +0100
0.060408955515406,item_1,2004-02-13 00:12:39.000 +0100
0.0615953415694125,item_1,2004-02-13 00:22:39.000 +0100
0.0600238781190487,item_1,2004-02-13 00:32:39.000 +0100
0.0608368572684213,item_1,2004-02-13 00:42:39.000 +0100
0.0604813711607012,item_1,2004-02-13 00:52:39.000 +0100
0.0591339420870159,item_1,2004-02-13 01:02:39.000 +0100
0.0606782069436984,item_1,2004-02-13 01:12:39.000 +0100
0.0607328482836076,item_1,2004-02-13 01:22:39.000 +0100
0.0611045949509253,item_1,2004-02-13 01:32:39.000 +0100
0.0607476439279261,item_1,2004-02-13 01:42:39.000 +0100
0.0609150837443234,item_1,2004-02-13 01:52:39.000 +0100
0.0588802187606816,item_1,2004-02-13 02:02:39.000 +0100
0.0608413985057864,item_1,2004-02-13 02:12:39.000 +0100
0.0611907319693344,item_1,2004-02-13 02:22:39.000 +0100
0.0620576200009766,item_1,2004-02-13 02:32:39.000 +0100
0.0600560574246789,item_1,2004-02-13 02:42:39.000 +0100
0.0605787391962498,item_1,2004-02-13 02:52:39.000 +0100
0.0593552907856829,item_1,2004-02-13 03:02:39.000 +0100
0.0614841056692221,item_1,2004-02-13 03:12:39.000 +0100
0.0606813320962937,item_1,2004-02-13 03:22:39.000 +0100
0.0614754138385663,item_1,2004-02-13 03:32:39.000 +0100
0.0603702817520386,item_1,2004-02-13 03:42:39.000 +0100
0.0610713902045998,item_1,2004-02-13 03:52:39.000 +0100
0.0598431564041212,item_1,2004-02-13 04:02:39.000 +0100
0.0610947800185555,item_1,2004-02-13 04:12:39.000 +0100
0.0603544118365154,item_1,2004-02-13 04:22:39.000 +0100
0.060180819375946,item_1,2004-02-13 04:32:39.000 +0100
0.0602649055129645,item_1,2004-02-13 04:42:39.000 +0100
0.0606764002148542,item_1,2004-02-13 04:52:39.000 +0100
0.0611935641388739,item_1,2004-02-13 05:02:39.000 +0100
0.060406367498413,item_1,2004-02-13 05:12:39.000 +0100
0.0598358806582352,item_1,2004-02-13 05:22:39.000 +0100
0.0598743590995654,item_1,2004-02-13 05:32:39.000 +0100
0.0610437521363347,item_1,2004-02-13 05:42:39.000 +0100
0.0600976121880951,item_1,2004-02-13 05:52:39.000 +0100
0.0601366277650275,item_1,2004-02-13 06:02:39.000 +0100
0.0612938131744714,item_1,2004-02-13 06:12:39.000 +0100
0.0598290932174422,item_1,2004-02-13 06:22:39.000 +0100
0.0603492358025294,item_1,2004-02-13 06:32:39.000 +0100
0.0594945553982128,item_1,2004-02-13 06:42:39.000 +0100
0.0622735485131109,item_1,2004-02-13 06:52:39.000 +0100
0.0606950046388983,item_1,2004-02-13 07:02:39.000 +0100
0.061149470188974,item_1,2004-02-13 07:12:39.000 +0100
0.0606803066555984,item_1,2004-02-13 07:22:39.000 +0100
0.0605913862981591,item_1,2004-02-13 07:32:39.000 +0100
0.0612516724449436,item_1,2004-02-13 07:42:39.000 +0100
0.0614048049221153,item_1,2004-02-13 07:52:39.000 +0100
0.0622052346305972,item_1,2004-02-13 08:02:39.000 +0100
0.0603382001074271,item_1,2004-02-13 08:12:39.000 +0100
0.0605932906880218,item_1,2004-02-13 08:22:39.000 +0100
0.0602060647492553,item_1,2004-02-13 08:32:39.000 +0100
0.0599792470335465,item_1,2004-02-13 08:42:39.000 +0100
0.0602087992577762,item_1,2004-02-13 08:52:39.000 +0100
0.0592574344450412,item_1,2004-02-13 09:02:39.000 +0100
0.0601067923238439,item_1,2004-02-13 09:12:39.000 +0100
0.0598809512183212,item_1,2004-02-13 09:22:39.000 +0100
0.0600545925093998,item_1,2004-02-13 09:32:39.000 +0100
0.0605481224669173,item_1,2004-02-13 09:42:39.000 +0100
0.0610088383221837,item_1,2004-02-13 09:52:39.000 +0100
0.0614854240929732,item_1,2004-02-13 10:02:39.000 +0100
0.0613309243615411,item_1,2004-02-13 10:12:39.000 +0100
0.0601477611211484,item_1,2004-02-13 10:22:39.000 +0100
0.0611979588847111,item_1,2004-02-13 10:32:39.000 +0100
0.0593925972947897,item_1,2004-02-13 10:42:39.000 +0100
0.0604333219395478,item_1,2004-02-13 10:52:39.000 +0100
0.0609757312368768,item_1,2004-02-13 11:02:39.000 +0100
0.0602705210215342,item_1,2004-02-13 11:12:39.000 +0100
0.0606345036378729,item_1,2004-02-13 11:22:39.000 +0100
0.0598410566922213,item_1,2004-02-13 11:32:39.000 +0100
0.0597535035890424,item_1,2004-02-13 11:42:39.000 +0100
0.0600663118316324,item_1,2004-02-13 11:52:39.000 +0100
0.0596738610283705,item_1,2004-02-13 12:02:39.000 +0100
0.0599196738121978,item_1,2004-02-13 12:12:39.000 +0100
0.0604561257873919,item_1,2004-02-13 12:22:39.000 +0100
0.0590756384589091,item_1,2004-02-13 12:32:39.000 +0100
0.0619912105083256,item_1,2004-02-13 12:42:39.000 +0100
0.0604460178719664,item_1,2004-02-13 12:52:39.000 +0100
0.0602479613262366,item_1,2004-02-13 13:02:39.000 +0100
0.0603863469895991,item_1,2004-02-13 13:12:39.000 +0100
0.0610811563064602,item_1,2004-02-13 13:22:39.000 +0100
0.0613757019385712,item_1,2004-02-13 13:32:39.000 +0100
0.0620118169832511,item_1,2004-02-13 13:42:39.000 +0100
0.0604698471605058,item_1,2004-02-13 13:52:39.000 +0100
0.0609866204404512,item_1,2004-02-13 14:02:39.000 +0100
0.0602820450217295,item_1,2004-02-13 14:12:39.000 +0100
0.0618938424727769,item_1,2004-02-13 14:22:39.000 +0100
0.0604479710923384,item_1,2004-02-13 14:32:39.000 +0100
0.0608581962009863,item_1,2004-02-13 14:42:39.000 +0100
0.0600083988475999,item_1,2004-02-13 14:52:39.000 +0100
0.0612646613604179,item_1,2004-02-13 15:02:39.000 +0100
0.0606085746374334,item_1,2004-02-13 15:12:39.000 +0100
0.0610793495776161,item_1,2004-02-13 15:22:39.000 +0100
0.0613442550905805,item_1,2004-02-13 15:32:39.000 +0100
0.0611392157820206,item_1,2004-02-13 15:42:39.000 +0100
0.0604551491772059,item_1,2004-02-13 15:52:39.000 +0100
0.0617601445383075,item_1,2004-02-13 16:02:39.000 +0100
0.0600307632208604,item_1,2004-02-13 16:12:39.000 +0100
0.0596022266712241,item_1,2004-02-13 16:22:39.000 +0100
0.0604718003808779,item_1,2004-02-13 16:32:39.000 +0100
0.059729527808975,item_1,2004-02-13 16:42:39.000 +0100
0.0615891889252404,item_1,2004-02-13 16:52:39.000 +0100
0.0596377264514869,item_1,2004-02-13 17:02:39.000 +0100
0.0594250695834757,item_1,2004-02-13 17:12:39.000 +0100
0.0604840568387128,item_1,2004-02-13 17:22:39.000 +0100
0.0602225694613994,item_1,2004-02-13 17:32:39.000 +0100
0.0601918550710484,item_1,2004-02-13 17:42:39.000 +0100
0.0594833243810733,item_1,2004-02-13 17:52:39.000 +0100
0.061542262805801,item_1,2004-02-13 18:02:39.000 +0100
0.0600713413740905,item_1,2004-02-13 18:12:39.000 +0100
0.0614029493627618,item_1,2004-02-13 18:22:39.000 +0100
0.0603354655989062,item_1,2004-02-13 18:32:39.000 +0100
0.0618204013867864,item_1,2004-02-13 18:42:39.000 +0100
0.0592638312417598,item_1,2004-02-13 18:52:39.000 +0100
0.0605828409590312,item_1,2004-02-13 19:02:39.000 +0100
0.0595949509253381,item_1,2004-02-13 19:12:39.000 +0100
0.0615601836027149,item_1,2004-02-13 19:22:39.000 +0100
0.0611646076468577,item_1,2004-02-13 19:32:39.000 +0100
0.0609708481859465,item_1,2004-02-13 19:42:39.000 +0100
0.0614621807705454,item_1,2004-02-13 19:52:39.000 +0100
0.0600891156794765,item_1,2004-02-13 20:02:39.000 +0100
0.0599422823380047,item_1,2004-02-13 20:12:39.000 +0100
0.0592445920210947,item_1,2004-02-13 20:22:39.000 +0100
0.0603840031251525,item_1,2004-02-13 20:32:39.000 +0100
0.0604741930758337,item_1,2004-02-13 20:42:39.000 +0100
0.0621694906977879,item_1,2004-02-13 20:52:39.000 +0100
0.0605315200937545,item_1,2004-02-13 21:02:39.000 +0100
0.0601855559353484,item_1,2004-02-13 21:12:39.000 +0100
0.0609378387616582,item_1,2004-02-13 21:22:39.000 +0100
0.059732604131061,item_1,2004-02-13 21:32:39.000 +0100
0.0596668782655403,item_1,2004-02-13 21:42:39.000 +0100
0.0597399775379657,item_1,2004-02-13 21:52:39.000 +0100
0.0608913032862932,item_1,2004-02-13 22:02:39.000 +0100
0.0604483129059036,item_1,2004-02-13 22:12:39.000 +0100
0.06067039406221,item_1,2004-02-13 22:22:39.000 +0100
0.059936666829435,item_1,2004-02-13 22:32:39.000 +0100
0.0616660969773914,item_1,2004-02-13 22:42:39.000 +0100
0.0608563894721422,item_1,2004-02-13 22:52:39.000 +0100
0.0608065335221446,item_1,2004-02-13 23:02:39.000 +0100
0.0619813467454465,item_1,2004-02-13 23:12:39.000 +0100
0.0610279310513208,item_1,2004-02-13 23:22:39.000 +0100
0.0605473411787685,item_1,2004-02-13 23:32:39.000 +0100
0.0612852190048342,item_1,2004-02-13 23:42:39.000 +0100
0.061170467307974,item_1,2004-02-13 23:52:39.000 +0100
0.0617401728600029,item_1,2004-02-14 00:02:39.000 +0100
0.0611825284437716,item_1,2004-02-14 00:12:39.000 +0100
0.0608338297768445,item_1,2004-02-14 00:22:39.000 +0100
0.0598276771326724,item_1,2004-02-14 00:32:39.000 +0100
0.0610632843400556,item_1,2004-02-14 00:42:39.000 +0100
0.0610013184237511,item_1,2004-02-14 00:52:39.000 +0100
0.0604159871087455,item_1,2004-02-14 01:02:39.000 +0100
0.0599615215586698,item_1,2004-02-14 01:12:39.000 +0100
0.0601958591728111,item_1,2004-02-14 01:22:39.000 +0100
0.0615253674495825,item_1,2004-02-14 01:32:39.000 +0100
0.0611715415791786,item_1,2004-02-14 01:42:39.000 +0100
0.0608585380145514,item_1,2004-02-14 01:52:39.000 +0100
0.0612396601396552,item_1,2004-02-14 02:02:39.000 +0100
0.0600091801357488,item_1,2004-02-14 02:12:39.000 +0100
0.061500903364422,item_1,2004-02-14 02:22:39.000 +0100
0.0605117925679964,item_1,2004-02-14 02:32:39.000 +0100
0.0614376190243664,item_1,2004-02-14 02:42:39.000 +0100
0.0618683529469212,item_1,2004-02-14 02:52:39.000 +0100
0.0616233214512427,item_1,2004-02-14 03:02:39.000 +0100
0.0608874456760584,item_1,2004-02-14 03:12:39.000 +0100
0.0607465696567215,item_1,2004-02-14 03:22:39.000 +0100
0.0613483568533619,item_1,2004-02-14 03:32:39.000 +0100
0.060202304800039,item_1,2004-02-14 03:42:39.000 +0100
0.0608790468284584,item_1,2004-02-14 03:52:39.000 +0100
0.0594876214658918,item_1,2004-02-14 04:02:39.000 +0100
0.0606264954343473,item_1,2004-02-14 04:12:39.000 +0100
0.0612692514282924,item_1,2004-02-14 04:22:39.000 +0100
0.0597146833341471,item_1,2004-02-14 04:32:39.000 +0100
0.0607844133014307,item_1,2004-02-14 04:42:39.000 +0100
0.0600630890180184,item_1,2004-02-14 04:52:39.000 +0100
0.0601293520191415,item_1,2004-02-14 05:02:39.000 +0100
0.0598299233361004,item_1,2004-02-14 05:12:39.000 +0100
